"county","stateabbr","value","state","region"
"porter","IN",4.40934508045997,"indiana",18127
"portsmouth cit","VA",6.01159958605397,"virginia",51740
"posey","IN",5.49743315695919,"indiana",18129
"pottawatomie","KS",4.91627718873813,"kansas",20149
"pottawatomie","OK",6.6344399475794,"oklahoma",40125
"pottawattamie","IA",5.90089151760416,"iowa",19155
"potter","PA",4.81503752950561,"pennsylvania",42105
"potter","SD",6.15621748797823,"south dakota",46107
"potter","TX",5.11592689638227,"texas",48375
"powder river","MT",5.30921389500781,"montana",30075
"powell","KY",5.20309111807607,"kentucky",21197
"powell","MT",5.5274559936161,"montana",30077
"power","ID",4.94674925352145,"idaho",16077
"poweshiek","IA",5.00883995439858,"iowa",19157
"powhatan","VA",4.64614208312375,"virginia",51145
"prairie","AR",5.10937886277875,"arkansas",5117
"prairie","MT",5.01463767798564,"montana",30079
"pratt","KS",4.73022157122015,"kansas",20151
"preble","OH",3.98695288820749,"ohio",39135
"prentiss","MS",5.11967219190574,"mississippi",28117
"presidio","TX",4.73651563075317,"texas",48377
"presque isle","MI",4.75624344927217,"michigan",26141
"preston","WV",5.03565474494435,"west virginia",54077
"price","WI",4.87673656164893,"wisconsin",55099
"prince edward","VA",4.71202277879622,"virginia",51147
"prince george","VA",4.16070031708942,"virginia",51149
"prince georges","MD",4.18554478901495,"maryland",24033
"prince william","VA",3.11099993338927,"virginia",51153
"providence","RI",6.67008332856087,"rhode island",44007
"prowers","CO",5.06114006680383,"colorado",8099
"pueblo","CO",5.59167377434581,"colorado",8101
"pulaski","AR",5.42789528351306,"arkansas",5119
"pulaski","GA",5.05007658999856,"georgia",13235
"pulaski","IL",5.06740194532673,"illinois",17153
"pulaski","IN",5.09182327127687,"indiana",18131
"pulaski","KY",5.80402309219789,"kentucky",21199
"pulaski","MO",3.50622885933759,"missouri",29169
"pulaski","VA",4.89346099286155,"virginia",51155
"pushmataha","OK",6.17316443811257,"oklahoma",40127
"putnam","FL",5.41577243871851,"florida",12107
"putnam","GA",5.7871274785613,"georgia",13237
"putnam","IL",5.32800415802851,"illinois",17155
"putnam","IN",5.76186608005016,"indiana",18133
"putnam","MO",5.35240644484937,"missouri",29171
"putnam","NY",4.70601335909335,"new york",36079
"putnam","OH",4.19726807505962,"ohio",39137
"putnam","TN",4.94114604391315,"tennessee",47141
"putnam","WV",4.52917061091619,"west virginia",54079
"quay","NM",4.4118045804151,"new mexico",35037
"queen annes","MD",4.14609695568684,"maryland",24035
"queens","NY",6.11051032361439,"new york",36081
"quitman","GA",5.4309179701148,"georgia",13239
"quitman","MS",5.74320378530885,"mississippi",28119
"rabun","GA",5.26249241155439,"georgia",13241
"racine","WI",5.54645284804888,"wisconsin",55101
"radford city","VA",5.20274656530008,"virginia",51750
"rains","TX",5.36867797131571,"texas",48379
"raleigh","WV",5.46235501040321,"west virginia",54081
"ralls","MO",5.70749285067126,"missouri",29173
"ramsey","MN",5.62762792286087,"minnesota",27123
"ramsey","ND",5.9605316924469,"north dakota",38071
"randall","TX",5.12382925793284,"texas",48381
"randolph","AL",4.70125683835299,"alabama",1111
"randolph","AR",5.94569507320887,"arkansas",5121
"randolph","GA",5.19711889013979,"georgia",13243
"randolph","IL",6.35401316738539,"illinois",17157
"randolph","IN",7.20118836745962,"indiana",18135
"randolph","MO",6.14646721202933,"missouri",29175
"randolph","NC",4.49772407255484,"north carolina",37151
"randolph","WV",4.44151057854789,"west virginia",54083
"rankin","MS",4.51055920256838,"mississippi",28121
"ransom","ND",5.86186942678944,"north dakota",38073
"rapides","LA",5.38545433255459,"louisiana",22079
"rappahannock","VA",5.04797550014377,"virginia",51157
"ravalli","MT",4.45179835855101,"montana",30081
"rawlins","KS",5.503828775243,"kansas",20153
"ray","MO",4.83296787267791,"missouri",29177
"reagan","TX",4.77757561830115,"texas",48383
"real","TX",5.30841271668098,"texas",48385
"red lake","MN",5.10073725394712,"minnesota",27125
"red river","LA",4.98351512845051,"louisiana",22081
"red river","TX",4.88625672661441,"texas",48387
"red willow","NE",4.87440480298883,"nebraska",31145
"redwood","MN",5.01113609940433,"minnesota",27127
"reeves","TX",4.85373647290821,"texas",48389
"refugio","TX",4.86180941892163,"texas",48391
"reno","KS",7.56880542168263,"kansas",20155
"rensselaer","NY",5.49160298940233,"new york",36083
"renville","MN",5.95764674909737,"minnesota",27129
"renville","ND",5.84026363053969,"north dakota",38075
"republic","KS",5.54246284623148,"kansas",20157
"reynolds","MO",5.54202171107388,"missouri",29179
"rhea","TN",4.70913015363446,"tennessee",47143
"rice","KS",7.23819927104835,"kansas",20159
"rice","MN",4.2570477167738,"minnesota",27131
"rich","UT",5.01961265309815,"utah",49033
"richardson","NE",5.59501761913706,"nebraska",31147
"richland","IL",5.08166231269149,"illinois",17159
"richland","LA",6.40804709490263,"louisiana",22083
"richland","MT",5.37330782654158,"montana",30083
"richland","ND",5.67892062954515,"north dakota",38077
"richland","OH",4.51123012100182,"ohio",39139
"richland","SC",5.02454225512754,"south carolina",45079
"richland","WI",5.57329165401834,"wisconsin",55103
"richmond city","VA",6.16255748534565,"virginia",51760
"richmond","GA",4.66191226981875,"georgia",13245
"richmond","NC",5.20426420836096,"north carolina",37153
"richmond","NY",4.46594747798763,"new york",36085
"richmond","VA",5.09681023367667,"virginia",51159
"riley","KS",3.71981110024583,"kansas",20161
"ringgold","IA",6.32718984566336,"iowa",19159
"rio arriba","NM",4.72695988870682,"new mexico",35039
"rio blanco","CO",4.96934153009955,"colorado",8103
"rio grande","CO",4.36397638774321,"colorado",8105
"ripley","IN",6.57286130059625,"indiana",18137
"ripley","MO",4.89770305273802,"missouri",29181
"ritchie","WV",5.52764168051146,"west virginia",54085
"riverside","CA",5.1396981217699,"california",6065
"roane","TN",3.91779721106224,"tennessee",47145
"roane","WV",5.17433216432834,"west virginia",54087
"roanoke city","VA",5.46289867294405,"virginia",51770
"roanoke","VA",5.03584947852076,"virginia",51161
"roberts","SD",5.43491710713178,"south dakota",46109
"roberts","TX",5.07707940795535,"texas",48393
"robertson","KY",5.32875898483434,"kentucky",21201
"robertson","TN",4.61842546681968,"tennessee",47147
"robertson","TX",5.82611558386272,"texas",48395
"robeson","NC",5.40386666555381,"north carolina",37155
"rock island","IL",6.37356925010739,"illinois",17161
"rock","MN",5.58112183628069,"minnesota",27133
"rock","NE",5.3207842326766,"nebraska",31149
"rock","WI",4.7292344861291,"wisconsin",55105
"rockbridge","VA",5.05322011491587,"virginia",51163
"rockcastle","KY",4.99965408054548,"kentucky",21203
"rockdale","GA",5.16633056712142,"georgia",13247
"rockingham","NC",4.10317696925185,"north carolina",37157
"rockingham","NH",4.28240087524192,"new hampshire",33015
"rockingham","VA",4.183140555682,"virginia",51165
"rockland","NY",5.50416227811148,"new york",36087
"rockwall","TX",4.1849798308532,"texas",48397
"roger mills","OK",5.0956358408857,"oklahoma",40129
"rogers","OK",5.56255586043739,"oklahoma",40131
"rolette","ND",4.79939611022564,"north dakota",38079
"rooks","KS",4.9641118969581,"kansas",20163
"roosevelt","MT",6.20632982958715,"montana",30085
"roosevelt","NM",4.6637354624926,"new mexico",35041
"roscommon","MI",6.860423241281,"michigan",26143
"roseau","MN",5.33587368569611,"minnesota",27135
"rosebud","MT",4.7726712152013,"montana",30087
"ross","OH",4.95825151367677,"ohio",39141
"routt","CO",4.96524956869975,"colorado",8107
"rowan","KY",4.46029889367028,"kentucky",21205
"rowan","NC",6.29973132439879,"north carolina",37159
"runnels","TX",5.73118552055354,"texas",48399
"rush","IN",5.27825209017711,"indiana",18139
"rush","KS",5.15800440570984,"kansas",20165
"rusk","TX",5.27679868055005,"texas",48401
"rusk","WI",4.4056197783673,"wisconsin",55107
"russell","AL",6.50347082531697,"alabama",1113
"russell","KS",4.82754011184752,"kansas",20167
"russell","KY",5.83310149537347,"kentucky",21207
"russell","VA",4.56013432319075,"virginia",51167
"rutherford","NC",6.65179756392534,"north carolina",37161
"rutherford","TN",4.14962759391076,"tennessee",47149
"rutland","VT",5.7384869350644,"vermont",50021
"sabine","LA",4.15959766756731,"louisiana",22085
"sabine","TX",4.87950981777223,"texas",48403
"sac","IA",4.55113703573115,"iowa",19161
"sacramento","CA",4.78718147680908,"california",6067
"sagadahoc","ME",4.79957705624171,"maine",23023
"saginaw","MI",4.76024330748549,"michigan",26145
"saguache","CO",5.13668520816398,"colorado",8109
"saint bernard","LA",5.0332838441377,"louisiana",22087
"saint charles","LA",4.53814125577163,"louisiana",22089
"saint charles","MO",3.05849381168623,"missouri",29183
"saint clair","AL",5.10030334527719,"alabama",1115
"saint clair","IL",5.9716027773879,"illinois",17163
"saint clair","MI",5.35596789817297,"michigan",26147
"saint clair","MO",4.8532199229847,"missouri",29185
"saint croix","WI",5.01677058179819,"wisconsin",55109
"saint francis","AR",5.4562467207966,"arkansas",5123
"saint francois","MO",5.7655370459077,"missouri",29187
"saint helena","LA",5.11579030681022,"louisiana",22091
"saint james","LA",6.06400847520241,"louisiana",22093
"saint john the ba","LA",5.14183567928669,"louisiana",22095
"saint johns","FL",5.81011318844436,"florida",12109
"saint joseph","IN",6.49335769525496,"indiana",18141
"saint joseph","MI",4.96602341477189,"michigan",26149
"saint landry","LA",5.54351749799411,"louisiana",22097
"saint lawrence","NY",5.03588600749346,"new york",36089
"saint louis city","MO",6.71106851566214,"missouri",29510
"saint louis","MN",6.86917864269823,"minnesota",27137
"saint louis","MO",6.28182123085339,"missouri",29189
"saint lucie","FL",6.34137723434996,"florida",12111
"saint martin","LA",5.5168823531064,"louisiana",22099
"saint mary","LA",4.17610627584805,"louisiana",22101
"saint marys","MD",4.23173279282083,"maryland",24037
"saint tammany","LA",3.84203849314993,"louisiana",22103
"saintess genevieve","MO",5.71231692963943,"missouri",29186
"salem city","VA",5.77474544654022,"virginia",51775
"salem","NJ",4.86920907097005,"new jersey",34033
"saline","AR",5.28551205451677,"arkansas",5125
"saline","IL",5.03942327460146,"illinois",17165
"saline","KS",4.82871866927674,"kansas",20169
"saline","MO",6.46900103926256,"missouri",29195
"saline","NE",5.39716954937439,"nebraska",31151
"salt lake","UT",2.38544247273716,"utah",49035
"saluda","SC",4.69311347220578,"south carolina",45081
"sampson","NC",4.55420304322199,"north carolina",37163
"san augustine","TX",5.94181615835798,"texas",48405
"san benito","CA",5.06807832579101,"california",6069
"san bernardino","CA",4.49465731898644,"california",6071
"san diego","CA",4.39871474780764,"california",6073
"san francisco","CA",5.70301125406123,"california",6075
"san jacinto","TX",6.03119518640069,"texas",48407
"san joaquin","CA",5.47188497805782,"california",6077
"san juan","CO",5.10636021390006,"colorado",8111
"san juan","NM",4.15101031361176,"new mexico",35045
"san juan","UT",5.31778551066408,"utah",49037
"san juan","WA",5.70327502518702,"washington",53055
"san luis obisp","CA",4.83109446124024,"california",6079
"san mateo","CA",5.33193050207368,"california",6081
"san miguel","CO",4.89024692322686,"colorado",8113
"san miguel","NM",4.67177374732801,"new mexico",35047
"san patricio","TX",4.65165920005798,"texas",48409
"san saba","TX",5.94358251356894,"texas",48411
"sanborn","SD",5.24135071647273,"south dakota",46111
"sanders","MT",5.11121851318376,"montana",30089
"sandoval","NM",4.35915757126366,"new mexico",35043
"sandusky","OH",5.94858036504709,"ohio",39143
"sangamon","IL",5.12299254724926,"illinois",17167
"sanilac","MI",4.94992682652456,"michigan",26151
"sanpete","UT",5.73167424158702,"utah",49039
"santa barbara","CA",4.52746525346495,"california",6083
"santa clara","CA",3.62661682134067,"california",6085
"santa cruz","AZ",6.2232737682152,"arizona",4023
"santa cruz","CA",4.41738501151653,"california",6087
"santa fe","NM",4.33793657749677,"new mexico",35049
"santa rosa","FL",4.47130497954893,"florida",12113
"sarasota","FL",9.96863457347617,"florida",12115
"saratoga","NY",3.46183676943717,"new york",36091
"sargent","ND",4.75890344044451,"north dakota",38081
"sarpy","NE",4.11630711626595,"nebraska",31153
"sauk","WI",5.88043591061016,"wisconsin",55111
"saunders","NE",6.26135252254983,"nebraska",31155
"sawyer","WI",5.41606738046505,"wisconsin",55113
"schenectady","NY",4.25676440611086,"new york",36093
"schleicher","TX",5.23867866480818,"texas",48413
"schley","GA",4.98368542489562,"georgia",13249
"schoharie","NY",5.05182193963689,"new york",36095
"schoolcraft","MI",5.76395320493191,"michigan",26153
"schuyler","IL",5.17642533933782,"illinois",17169
"schuyler","MO",5.12794121087113,"missouri",29197
"schuyler","NY",5.8192325598,"new york",36097
"schuylkill","PA",6.79633297434316,"pennsylvania",42107
"scioto","OH",6.22731294920438,"ohio",39145
"scotland","MO",5.3947160127071,"missouri",29199
"scotland","NC",5.50043473108922,"north carolina",37165
"scott","AR",5.32869499500805,"arkansas",5127
"scott","IA",4.9736220500022,"iowa",19163
"scott","IL",5.65768073438352,"illinois",17171
"scott","IN",6.12666172958756,"indiana",18143
"scott","KS",5.33049099142623,"kansas",20171
"scott","KY",5.11991763110928,"kentucky",21209
"scott","MN",4.88752522736304,"minnesota",27139
"scott","MO",5.40894996527765,"missouri",29201
"scott","MS",4.95320142171034,"mississippi",28123
"scott","TN",4.96947526503595,"tennessee",47151
"scott","VA",6.59075803173578,"virginia",51169
"scotts bluff","NE",4.29921161655746,"nebraska",31157
"screven","GA",4.89593137986003,"georgia",13251
"scurry","TX",6.25211188044043,"texas",48415
"searcy","AR",5.10816328528771,"arkansas",5129
"sebastian","AR",4.74839860499752,"arkansas",5131
"sedgwick","CO",4.95270892806412,"colorado",8115
"sedgwick","KS",5.48390976843132,"kansas",20173
"seminole","FL",3.29920381014084,"florida",12117
"seminole","GA",5.01186005889427,"georgia",13253
"seminole","OK",5.0912213468906,"oklahoma",40133
"seneca","NY",4.01317459099344,"new york",36099
"seneca","OH",5.71322357778799,"ohio",39147
"sequatchie","TN",4.82891916492856,"tennessee",47153
"sequoyah","OK",6.67952968989724,"oklahoma",40135
"sevier","AR",5.09685425799431,"arkansas",5133
"sevier","TN",5.46482975094354,"tennessee",47155
"sevier","UT",4.39693815717862,"utah",49041
"seward","KS",4.78063975377619,"kansas",20175
"seward","NE",4.90812253684542,"nebraska",31159
"shackelford","TX",5.79758230523667,"texas",48417
"shannon","MO",5.18421028716934,"missouri",29203
"shannon","SD",5.12495719558911,"south dakota",46113
"sharkey","MS",5.2758552100315,"mississippi",28125
"sharp","AR",6.66108726839396,"arkansas",5135
"shasta","CA",5.42558285213655,"california",6089
"shawano","WI",4.97032832808357,"wisconsin",55115
"shawnee","KS",6.25699153570296,"kansas",20177
"sheboygan","WI",6.78812572355987,"wisconsin",55117
"shelby","AL",3.59754975750122,"alabama",1117
"shelby","IA",6.64644387900757,"iowa",19165
"shelby","IL",4.7027990451476,"illinois",17173
"shelby","IN",6.41534082510963,"indiana",18145
"shelby","KY",5.60268727999421,"kentucky",21211
"shelby","MO",6.42585000507237,"missouri",29205
"shelby","OH",3.99813737874834,"ohio",39149
"shelby","TN",5.28916279589526,"tennessee",47157
"shelby","TX",5.33206738754577,"texas",48419
"shenandoah","VA",4.90514741762262,"virginia",51171
"sherburne","MN",4.13872990462553,"minnesota",27141
"sheridan","KS",5.56744539393981,"kansas",20179
"sheridan","MT",5.05086057909568,"montana",30091
"sheridan","ND",5.29700719278354,"north dakota",38083
"sheridan","NE",5.27754786848825,"nebraska",31161
"sheridan","WY",6.27026831331789,"wyoming",56033
"sherman","KS",5.82444404686157,"kansas",20181
"sherman","NE",4.86769422896804,"nebraska",31163
"sherman","OR",5.32095495442791,"oregon",41055
"sherman","TX",4.90634808552533,"texas",48421
"shiawassee","MI",4.92893450135531,"michigan",26155
"shoshone","ID",4.83271641761383,"idaho",16079
"sibley","MN",5.47156458666491,"minnesota",27143
"sierra","CA",5.23901557949596,"california",6091
"sierra","NM",5.69096982931131,"new mexico",35051
"silver bow","MT",4.13872318871294,"montana",30093
"simpson","KY",5.91398429649846,"kentucky",21213
"simpson","MS",4.87415518388289,"mississippi",28127
"sioux","IA",3.71369150323205,"iowa",19167
"sioux","ND",5.07783969363189,"north dakota",38085
"sioux","NE",5.02100596084558,"nebraska",31165
"siskiyou","CA",5.58856346409099,"california",6093
"skagit","WA",5.31223907894687,"washington",53057
"skamania","WA",5.18202825341178,"washington",53059
"slope","ND",5.07575534652255,"north dakota",38087
"smith","KS",5.65625143544245,"kansas",20183
"smith","MS",4.90392845228103,"mississippi",28129
"smith","TN",5.32251278165655,"tennessee",47159
"smith","TX",3.72652264310808,"texas",48423
"smyth","VA",5.85893599972988,"virginia",51173
"snohomish","WA",3.86571186172163,"washington",53061
"snyder","PA",4.3621415735366,"pennsylvania",42109
"socorro","NM",4.55789870464395,"new mexico",35053
"solano","CA",3.55423761404001,"california",6095
"somerset","MD",5.93976357522986,"maryland",24039
"somerset","ME",5.98569772188214,"maine",23025
"somerset","NJ",4.84130864693032,"new jersey",34035
"somerset","PA",6.62450368081705,"pennsylvania",42111
"somervell","TX",5.09653558755428,"texas",48425
"sonoma","CA",4.82562158172357,"california",6097
"south boston c","VA",5.17143048508926,"virginia",51780
"southampton","VA",4.74210276101774,"virginia",51175
"spalding","GA",4.95696084000421,"georgia",13255
"spartanburg","SC",5.06839287883623,"south carolina",45083
"spencer","IN",4.9195149599961,"indiana",18147
"spencer","KY",5.3534618904873,"kentucky",21215
"spink","SD",5.1265084649918,"south dakota",46115
"spokane","WA",4.83517562798609,"washington",53063
"spotsylvania","VA",5.1536077227876,"virginia",51177
"stafford","KS",5.67205248644669,"kansas",20185
"stafford","VA",3.92843130430659,"virginia",51179
"stanislaus","CA",4.23907523053652,"california",6099
"stanley","SD",5.30951880911915,"south dakota",46117
"stanly","NC",5.56839239984784,"north carolina",37167
"stanton","KS",4.98668308882256,"kansas",20187
"stanton","NE",4.66980734587106,"nebraska",31167
"stark","IL",4.94650100393947,"illinois",17175
"stark","ND",5.27870786426385,"north dakota",38089
"stark","OH",5.33290911975291,"ohio",39151
"starke","IN",6.29231691401334,"indiana",18149
"starr","TX",4.18048526625044,"texas",48427
"staunton city","VA",5.18013960746787,"virginia",51790
"stearns","MN",3.20836051119691,"minnesota",27145
"steele","MN",4.81504873561243,"minnesota",27147
"steele","ND",5.26040720786723,"north dakota",38091
"stephens","GA",5.44252726433049,"georgia",13257
"stephens","OK",7.05680156566029,"oklahoma",40137
"stephens","TX",5.0505652512863,"texas",48429
"stephenson","IL",6.22333781237111,"illinois",17177
"sterling","TX",5.03942643837816,"texas",48431
"steuben","IN",4.8182475431598,"indiana",18151
"steuben","NY",5.78104277454275,"new york",36101
"stevens","KS",5.43192603761346,"kansas",20189
"stevens","MN",5.80889030371824,"minnesota",27149
"stevens","WA",4.42286062018292,"washington",53065
"stewart","GA",5.32107939944335,"georgia",13259
"stewart","TN",4.81813781940425,"tennessee",47161
"stillwater","MT",4.72246043276663,"montana",30095
"stoddard","MO",5.90555966257366,"missouri",29207
"stokes","NC",4.24310959374469,"north carolina",37169
"stone","AR",6.25070506241882,"arkansas",5137
"stone","MO",5.60891725173357,"missouri",29209
"stone","MS",5.17614179159988,"mississippi",28131
"stonewall","TX",4.98893325487706,"texas",48433
"storey","NV",5.01238382050347,"nevada",32029
"story","IA",4.03146092032045,"iowa",19169
"strafford","NH",4.61359474843918,"new hampshire",33017
"stutsman","ND",4.7104821747182,"north dakota",38093
"sublette","WY",5.04510870365838,"wyoming",56035
"suffolk city","VA",5.02257343315319,"virginia",51800
"suffolk","MA",6.34654011338337,"massachusetts",25025
"suffolk","NY",4.68083641509222,"new york",36103
"sullivan","IN",6.48309487985989,"indiana",18153
"sullivan","MO",5.24484396624526,"missouri",29211
"sullivan","NH",5.3013556969613,"new hampshire",33019
"sullivan","NY",5.41876741768739,"new york",36105
"sullivan","PA",5.62578079236319,"pennsylvania",42113
"sullivan","TN",3.63162148523931,"tennessee",47163
"sully","SD",5.02714819789449,"south dakota",46119
"summers","WV",5.02710972041956,"west virginia",54089
"summit","CO",4.31725740685348,"colorado",8117
"summit","OH",5.22900028128682,"ohio",39153
"summit","UT",4.55379394801099,"utah",49043
"sumner","KS",7.75169883073383,"kansas",20191
"sumner","TN",3.88173974540409,"tennessee",47165
"sumter","AL",4.78117699505306,"alabama",1119
"sumter","FL",4.72717574577757,"florida",12119
"sumter","GA",4.09860703761271,"georgia",13261
"sumter","SC",4.63802670183365,"south carolina",45085
"sunflower","MS",4.54540714240212,"mississippi",28133
"surry","NC",4.43511797974405,"north carolina",37171
"surry","VA",5.29629009258812,"virginia",51181
"susquehanna","PA",3.78180130724813,"pennsylvania",42115
"sussex","DE",5.71120338692812,"delaware",10005
"sussex","NJ",4.40726264629009,"new jersey",34037
"sussex","VA",5.48577240073719,"virginia",51183
"sutter","CA",4.09906470870324,"california",6101
"sutton","TX",4.77833021471254,"texas",48435
"suwannee","FL",4.86324292571882,"florida",12121
"swain","NC",5.49238820577066,"north carolina",37173
"sweet grass","MT",4.92186027159065,"montana",30097
"sweetwater","WY",3.60060852998572,"wyoming",56037
"swift","MN",5.44032245539112,"minnesota",27151
"swisher","TX",4.83153411727108,"texas",48437
"switzerland","IN",4.92854733324934,"indiana",18155
"talbot","GA",5.63757566376689,"georgia",13263
"talbot","MD",5.7986425498453,"maryland",24041
"taliaferro","GA",5.10862973596773,"georgia",13265
"talladega","AL",4.9878123983322,"alabama",1121
"tallahatchie","MS",4.98905499865764,"mississippi",28135
"tallapoosa","AL",7.00408401317096,"alabama",1123
"tama","IA",5.31432108964107,"iowa",19171
"taney","MO",6.97364518633295,"missouri",29213
"tangipahoa","LA",3.94643924599609,"louisiana",22105
"taos","NM",4.88422867365628,"new mexico",35055
"tarrant","TX",4.7176289000225,"texas",48439
"tate","MS",4.81212279988162,"mississippi",28137
"tattnall","GA",4.26697391061549,"georgia",13267
"taylor","FL",5.34820141682582,"florida",12123
"taylor","GA",5.14110663653429,"georgia",13269
"taylor","IA",5.487962669766,"iowa",19173
"taylor","KY",4.44202603340118,"kentucky",21217
"taylor","TX",4.93882233660943,"texas",48441
"taylor","WI",4.42950795824976,"wisconsin",55119
"taylor","WV",5.70367977002717,"west virginia",54091
"tazewell","IL",5.21619069567798,"illinois",17179
"tazewell","VA",4.80731465729813,"virginia",51185
"tehama","CA",6.5675925414875,"california",6103
"telfair","GA",4.89128026338184,"georgia",13271
"teller","CO",5.55858102101294,"colorado",8119
"tensas","LA",5.510029234189,"louisiana",22107
"terrebonne","LA",3.6990138836776,"louisiana",22109
"terrell","GA",5.13376826658981,"georgia",13273
"terrell","TX",5.0290385675153,"texas",48443
"terry","TX",4.48695119363613,"texas",48445
"teton","ID",5.53292219406731,"idaho",16081
"teton","MT",5.30141668294045,"montana",30099
"teton","WY",4.391127503235,"wyoming",56039
"texas","MO",6.36449007313626,"missouri",29215
"texas","OK",3.99128212665201,"oklahoma",40139
"thayer","NE",5.84480711666724,"nebraska",31169
"thomas","GA",4.95133638031057,"georgia",13275
"thomas","KS",4.84931736183676,"kansas",20193
"thomas","NE",5.1147407067479,"nebraska",31171
"throckmorton","TX",5.02283184130877,"texas",48447
"thurston","NE",5.45072707188255,"nebraska",31173
"thurston","WA",3.78130635429032,"washington",53067
"tift","GA",4.85744025790645,"georgia",13277
"tillamook","OR",6.07838084949245,"oregon",41057
"tillman","OK",5.6098200887801,"oklahoma",40141
"tioga","NY",4.6669268886379,"new york",36107
"tioga","PA",5.75523138146888,"pennsylvania",42117
"tippah","MS",5.46647629189948,"mississippi",28139
"tippecanoe","IN",4.805194053634,"indiana",18157
"tipton","IN",4.61458416567543,"indiana",18159
"tipton","TN",4.11902659187739,"tennessee",47167
"tishomingo","MS",4.821849073894,"mississippi",28141
"titus","TX",5.43328943045997,"texas",48449
"todd","KY",4.74435498897994,"kentucky",21219
"todd","MN",6.75814944023694,"minnesota",27153
"todd","SD",5.02811391470321,"south dakota",46121
"tolland","CT",4.02226324946341,"connecticut",9013
"tom green","TX",4.98673437718968,"texas",48451
"tompkins","NY",4.86191747639992,"new york",36109
"tooele","UT",4.97423207705135,"utah",49045
"toole","MT",4.75478607540806,"montana",30101
"toombs","GA",4.29502184892817,"georgia",13279
"torrance","NM",4.53028889770388,"new mexico",35057
"towner","ND",5.4843238729051,"north dakota",38095
"towns","GA",5.01733565821705,"georgia",13281
"traill","ND",5.64963814897081,"north dakota",38097
"transylvania","NC",5.68622739431065,"north carolina",37175
"traverse","MN",5.70895167180132,"minnesota",27155
"travis","TX",3.60775634007058,"texas",48453
"treasure","MT",5.09446304282523,"montana",30103
"trego","KS",5.4712303220664,"kansas",20195
"trempealeau","WI",4.79536307417989,"wisconsin",55121
"treutlen","GA",6.11138041583662,"georgia",13283
"trigg","KY",6.28391544982753,"kentucky",21221
"trimble","KY",5.31380068697893,"kentucky",21223
"trinity","CA",5.41604055733437,"california",6105
"trinity","TX",5.10691052898955,"texas",48455
"tripp","SD",6.48625522576038,"south dakota",46123
"troup","GA",5.17534840718297,"georgia",13285
"trousdale","TN",5.0970051271804,"tennessee",47169
"trumbull","OH",5.80580463247678,"ohio",39155
"tucker","WV",4.86071244296332,"west virginia",54093
"tulare","CA",4.5958464268989,"california",6107
"tulsa","OK",5.16862327387888,"oklahoma",40143
"tunica","MS",5.62373544581064,"mississippi",28143
"tuolumne","CA",5.59505601304418,"california",6109
"turner","GA",5.05361573806565,"georgia",13287
"turner","SD",5.98196447177626,"south dakota",46125
"tuscaloosa","AL",4.74052774710475,"alabama",1125
"tuscarawas","OH",6.07828291568003,"ohio",39157
"tuscola","MI",4.11748734419442,"michigan",26157
"twiggs","GA",4.80303610416048,"georgia",13289
"twin falls","ID",4.38301850593997,"idaho",16083
"tyler","TX",5.2543273794471,"texas",48457
"tyler","WV",4.70365250572596,"west virginia",54095
"tyrrell","NC",5.30433290326492,"north carolina",37177
"uinta","WY",4.37591444476486,"wyoming",56041
"uintah","UT",5.29813665046002,"utah",49047
"ulster","NY",6.03160200037923,"new york",36111
"umatilla","OR",5.73357111312471,"oregon",41059
"unicoi","TN",5.40677336506247,"tennessee",47171
"union","AR",6.18991408062631,"arkansas",5139
"union","FL",4.76343012896024,"florida",12125
"union","GA",5.29004413495775,"georgia",13291
"union","IA",6.75216854267902,"iowa",19175
"union","IL",6.59627493641379,"illinois",17181
"union","IN",5.26790087648622,"indiana",18161
"union","KY",5.26017321820567,"kentucky",21225
"union","LA",5.49424949595618,"louisiana",22111
"union","MS",5.51644773820163,"mississippi",28145
"union","NC",4.98233915447773,"north carolina",37179
"union","NJ",5.7301578197483,"new jersey",34039
"union","NM",4.78433754278224,"new mexico",35059
"union","OH",4.87673670743509,"ohio",39159
"union","OR",5.18698914700269,"oregon",41061
"union","PA",5.70603721340563,"pennsylvania",42119
"union","SC",5.35960847780205,"south carolina",45087
"union","SD",5.83745692839493,"south dakota",46127
"union","TN",6.23339037368935,"tennessee",47173
"upshur","TX",5.23121366112784,"texas",48459
"upshur","WV",4.70326519058951,"west virginia",54097
"upson","GA",5.26656416008386,"georgia",13293
"upton","TX",5.10745695576342,"texas",48461
"utah","UT",2.42220121062146,"utah",49049
"uvalde","TX",4.23830668809078,"texas",48463
"val verde","TX",4.41495574202013,"texas",48465
"valencia","NM",4.18544928195725,"new mexico",35061
"valley","ID",4.98602552947465,"idaho",16085
"valley","MT",4.53014374978293,"montana",30105
"valley","NE",5.04925106180013,"nebraska",31175
"van buren","AR",5.0456964817968,"arkansas",5141
"van buren","IA",5.47059931749626,"iowa",19177
"van buren","MI",5.39857210833747,"michigan",26159
"van buren","TN",5.09166191125253,"tennessee",47175
"van wert","OH",6.17903727687431,"ohio",39161
"van zandt","TX",5.96215103424387,"texas",48467
"vance","NC",4.88668366796509,"north carolina",37181
"vanderburgh","IN",6.20953898255093,"indiana",18163
"venango","PA",5.42128156167056,"pennsylvania",42121
"ventura","CA",4.08879062838903,"california",6111
"vermilion","IL",6.59273212811518,"illinois",17183
